Date,Open,High,Low,Close,Adj Close,Volume
2023-08-02,142.77999877929688,144.3000030517578,142.30999755859375,144.1699981689453,139.65823364257812,4957400
2023-08-03,143.77999877929688,145.22000122070312,143.30999755859375,144.4499969482422,139.92945861816406,3951900
2023-08-04,145.08999633789062,146.08999633789062,143.99000549316406,144.24000549316406,139.72604370117188,4223100
2023-08-07,145.0,146.5,144.92999267578125,146.17999267578125,141.60531616210938,3438700
2023-08-08,145.6999969482422,146.14999389648438,144.11000061035156,145.91000366210938,141.34378051757812,4654600
2023-08-09,144.94000244140625,144.94000244140625,142.3000030517578,142.49000549316406,139.61924743652344,4072900
2023-08-10,143.0399932861328,144.5800018310547,142.69000244140625,143.25,140.36392211914062,4735800
2023-08-11,143.1199951171875,143.4499969482422,142.2100067138672,143.1199951171875,140.23654174804688,2526000
2023-08-14,143.0500030517578,143.3699951171875,141.8000030517578,141.91000366210938,139.05091857910156,4226400
2023-08-15,141.5,142.30999755859375,141.1999969482422,141.8699951171875,139.01171875,3656600
2023-08-16,141.6999969482422,142.08999633789062,140.55999755859375,140.63999938964844,137.80650329589844,3285300
2023-08-17,141.00999450683594,142.66000366210938,140.60000610351562,140.66000366210938,137.8260955810547,3742100
2023-08-18,140.0,141.8300018310547,139.75999450683594,141.41000366210938,138.5609893798828,3914700
2023-08-21,141.4199981689453,142.38999938964844,141.11000061035156,142.27999877929688,139.41346740722656,2937800
2023-08-22,142.66000366210938,143.22999572753906,141.3000030517578,141.49000549316406,138.63938903808594,3557500
2023-08-23,141.72000122070312,143.47999572753906,141.5800018310547,143.41000366210938,140.5207061767578,2559100
2023-08-24,143.50999450683594,144.47000122070312,143.22000122070312,143.5500030517578,140.6578826904297,2900200
2023-08-25,144.17999267578125,145.47000122070312,143.5,145.35000610351562,142.42161560058594,3660100
2023-08-28,145.41000366210938,146.74000549316406,145.2100067138672,146.02000427246094,143.078125,3561100
2023-08-29,146.3000030517578,146.72999572753906,145.6199951171875,146.4499969482422,143.49945068359375,2778100
2023-08-30,146.4199981689453,146.9199981689453,145.75,146.86000061035156,143.90118408203125,2245400
2023-08-31,146.94000244140625,147.72999572753906,146.5399932861328,146.8300018310547,143.87179565429688,3885900
2023-09-01,147.25999450683594,148.10000610351562,146.9199981689453,147.94000244140625,144.9594268798828,2727500
2023-09-05,147.91000366210938,149.0,147.57000732421875,148.1300048828125,145.14559936523438,3731300
2023-09-06,147.66000366210938,148.3300018310547,147.1199951171875,148.05999755859375,145.07701110839844,2932200
2023-09-07,148.1300048828125,148.77999877929688,147.39999389648438,147.52000427246094,144.54788208007812,3332900
2023-09-08,147.35000610351562,148.58999633789062,147.25999450683594,147.67999267578125,144.7046661376953,3722800
2023-09-11,148.57000732421875,148.77999877929688,147.5800018310547,148.3800048828125,145.39056396484375,3273600
2023-09-12,147.9199981689453,148.0,145.8000030517578,146.3000030517578,143.35247802734375,4457700
2023-09-13,145.9499969482422,146.97999572753906,145.9199981689453,146.5500030517578,143.59744262695312,2627800
2023-09-14,147.3800048828125,147.72999572753906,146.47999572753906,147.35000610351562,144.38131713867188,2723100
2023-09-15,147.11000061035156,147.85000610351562,145.52999877929688,145.99000549316406,143.04872131347656,6231400
2023-09-18,145.77000427246094,146.47999572753906,145.05999755859375,145.08999633789062,142.16683959960938,2508100
2023-09-19,145.0,146.72000122070312,144.66000366210938,146.52000427246094,143.56805419921875,3945400
2023-09-20,148.36000061035156,151.92999267578125,148.1300048828125,149.8300018310547,146.8113555908203,9632400
2023-09-21,149.0,149.25,147.30999755859375,147.3800048828125,144.41070556640625,4944600
2023-09-22,147.41000366210938,148.10000610351562,146.82000732421875,146.91000366210938,143.9501953125,2562000
2023-09-25,146.57000732421875,147.42999267578125,146.25,146.47999572753906,143.52883911132812,2694200
2023-09-26,145.50999450683594,146.1699981689453,143.02000427246094,143.24000549316406,140.3541259765625,4824700
2023-09-27,143.6699981689453,143.82000732421875,141.75999450683594,143.1699981689453,140.2855224609375,4439800
2023-09-28,142.13999938964844,142.27999877929688,140.2100067138672,141.5800018310547,138.72755432128906,5783200
2023-09-29,142.0,142.1300048828125,139.61000061035156,140.3000030517578,137.47335815429688,5703600
2023-10-02,140.0399932861328,141.4499969482422,139.86000061035156,140.8000030517578,137.96327209472656,3275300
2023-10-03,140.8699951171875,141.63999938964844,140.0,140.38999938964844,137.56153869628906,3284400
2023-10-04,140.3699951171875,141.1999969482422,139.99000549316406,141.07000732421875,138.22784423828125,2637600
2023-10-05,140.89999389648438,141.6999969482422,140.19000244140625,141.52000427246094,138.6687774658203,3223900
2023-10-06,141.39999389648438,142.94000244140625,140.11000061035156,142.02999877929688,139.1685028076172,3511100
2023-10-09,142.3000030517578,142.39999389648438,140.67999267578125,142.1999969482422,139.33506774902344,2354400
2023-10-10,142.60000610351562,143.4199981689453,141.72000122070312,142.11000061035156,139.24688720703125,3015800
2023-10-11,142.50999450683594,143.33999633789062,142.13999938964844,143.22999572753906,140.34432983398438,2511500
2023-10-12,142.50999450683594,142.92999267578125,140.9499969482422,141.24000549316406,138.39442443847656,3921100
2023-10-13,139.77000427246094,140.1199951171875,138.27000427246094,138.4600067138672,135.67044067382812,4582800
2023-10-16,139.27999877929688,139.77999877929688,138.52000427246094,139.2100067138672,136.4053192138672,3361500
2023-10-17,137.1199951171875,140.6199951171875,136.30999755859375,140.32000732421875,137.49295043945312,4172800
2023-10-18,140.0,140.42999267578125,139.5800018310547,139.97000122070312,137.15000915527344,3330000
2023-10-19,138.63999938964844,139.41000366210938,137.92999267578125,138.00999450683594,135.22947692871094,5314200
2023-10-20,138.14999389648438,139.27000427246094,137.1199951171875,137.16000366210938,134.3966064453125,4865300
2023-10-23,136.6300048828125,137.67999267578125,135.8699951171875,136.3800048828125,133.63232421875,3457500
2023-10-24,136.74000549316406,137.97999572753906,136.0500030517578,137.7899932861328,135.013916015625,3698000
2023-10-25,137.5,138.49000549316406,136.3300018310547,137.0800018310547,134.3182373046875,6472500
2023-10-26,142.1999969482422,144.41000366210938,141.5800018310547,143.75999450683594,140.8636474609375,11130200
2023-10-27,143.6199951171875,144.6999969482422,141.7100067138672,142.52000427246094,139.6486358642578,5469200
2023-10-30,143.19000244140625,144.5,142.5800018310547,142.6300048828125,139.7564239501953,4204100
2023-10-31,143.0,144.75999450683594,142.58999633789062,144.63999938964844,141.72592163085938,6591800
2023-11-01,145.0,146.50999450683594,144.4499969482422,145.39999389648438,142.47059631347656,4750100
2023-11-02,145.77000427246094,147.10000610351562,144.83999633789062,147.00999450683594,144.04815673828125,3902700
2023-11-03,147.4499969482422,148.4499969482422,147.27999877929688,147.89999389648438,144.92022705078125,3510100
2023-11-06,147.88999938964844,149.22999572753906,147.85000610351562,148.97000122070312,145.9686737060547,4597200
2023-11-07,149.02999877929688,149.27999877929688,148.02999877929688,148.8300018310547,145.8314971923828,3549900
2023-11-08,149.25,149.67999267578125,147.58999633789062,148.02999877929688,145.04762268066406,3618600
2023-11-09,146.5500030517578,146.99000549316406,145.27999877929688,146.6199951171875,145.29534912109375,3412700
2023-11-10,147.44000244140625,149.1699981689453,146.85000610351562,149.02000427246094,147.67367553710938,3179000
2023-11-13,148.4600067138672,148.49000549316406,147.35000610351562,148.10000610351562,146.76199340820312,2647200
2023-11-14,149.4499969482422,150.80999755859375,149.0500030517578,150.41000366210938,149.05111694335938,4321900
2023-11-15,150.39999389648438,153.22000122070312,150.39999389648438,152.5800018310547,151.20152282714844,4632500
2023-11-16,153.0,153.35000610351562,152.1300048828125,153.05999755859375,151.6771697998047,3519200
2023-11-17,153.2899932861328,153.5,152.4600067138672,152.88999938964844,151.5087127685547,4426500
2023-11-20,152.50999450683594,154.67999267578125,152.35000610351562,154.35000610351562,152.95553588867188,3658500
2023-11-21,154.60000610351562,154.66000366210938,153.50999450683594,153.91000366210938,152.51950073242188,2859500
2023-11-22,154.5,155.7100067138672,154.16000366210938,155.1300048828125,153.72848510742188,3044700
2023-11-24,155.1300048828125,155.39999389648438,153.9199981689453,155.17999267578125,153.77801513671875,1799200
2023-11-27,154.99000549316406,156.13999938964844,154.75,155.57000732421875,154.1645050048828,4053100
2023-11-28,155.44000244140625,155.75,154.86000061035156,155.64999389648438,154.2437744140625,2666200
2023-11-29,156.14999389648438,157.50999450683594,156.02000427246094,156.41000366210938,154.99691772460938,3568900
2023-11-30,156.9499969482422,158.60000610351562,156.88999938964844,158.55999755859375,157.1274871826172,6740600
2023-12-01,158.41000366210938,160.58999633789062,158.0,160.5500030517578,159.09951782226562,4871000
2023-12-04,160.2899932861328,162.7899932861328,160.2899932861328,161.10000610351562,159.64454650878906,5779000
2023-12-05,160.75999450683594,162.47000122070312,160.72000122070312,161.38999938964844,159.93191528320312,4556700
2023-12-06,161.58999633789062,162.35000610351562,160.00999450683594,160.27999877929688,158.83193969726562,3555900
2023-12-07,161.0,161.47000122070312,159.97000122070312,160.22000122070312,158.77249145507812,3665500
2023-12-08,160.0,162.0399932861328,160.0,161.9600067138672,160.4967803955078,4560400
2023-12-11,162.67999267578125,163.64999389648438,161.9499969482422,163.50999450683594,162.0327606201172,6077200
2023-12-12,163.27000427246094,166.33999633789062,162.9199981689453,164.7100067138672,163.22193908691406,5292300
2023-12-13,164.3699951171875,164.97000122070312,162.74000549316406,163.6199951171875,162.1417694091797,4989100
2023-12-14,162.92999267578125,163.5,160.14999389648438,162.91000366210938,161.4381866455078,6129800
2023-12-15,162.3000030517578,164.08999633789062,162.0399932861328,162.22999572753906,160.7643280029297,11015600
2023-12-18,162.22999572753906,163.3300018310547,161.5800018310547,162.74000549316406,161.2697296142578,3677300
2023-12-19,161.8000030517578,162.27999877929688,161.32000732421875,161.55999755859375,160.1003875732422,3766600
2023-12-20,161.2899932861328,161.8000030517578,160.00999450683594,160.0500030517578,158.60403442382812,4865800
2023-12-21,160.58999633789062,161.0800018310547,159.52999877929688,160.77999877929688,159.32742309570312,2982900
2023-12-22,161.10000610351562,162.41000366210938,161.0,162.13999938964844,160.67514038085938,2439800
2023-12-26,162.22999572753906,163.30999755859375,162.0500030517578,163.2100067138672,161.73548889160156,1772400
2023-12-27,163.13999938964844,163.63999938964844,162.67999267578125,163.4600067138672,161.9832305908203,3234600
2023-12-28,163.9600067138672,163.9600067138672,163.39999389648438,163.75,162.27059936523438,2071300
2023-12-29,163.75,164.17999267578125,162.8300018310547,163.5500030517578,162.07240295410156,2525600
2024-01-02,162.8300018310547,163.2899932861328,160.4600067138672,161.5,160.04092407226562,3825000
2024-01-03,161.0,161.72999572753906,160.0800018310547,160.10000610351562,158.65357971191406,4086100
2024-01-04,160.22000122070312,161.80999755859375,160.1699981689453,160.86000061035156,159.40670776367188,3212000
2024-01-05,159.91000366210938,160.5500030517578,158.6699981689453,159.16000366210938,157.72207641601562,4199400
2024-01-08,158.69000244140625,161.22000122070312,157.88999938964844,161.13999938964844,159.68417358398438,3321700
2024-01-09,160.0,160.47999572753906,159.50999450683594,160.0800018310547,158.63375854492188,2617200
2024-01-10,160.27999877929688,161.33999633789062,159.74000549316406,161.22999572753906,159.7733612060547,2967800
2024-01-11,161.02000427246094,162.22999572753906,160.2899932861328,162.16000366210938,160.69496154785156,3778200
2024-01-12,162.97000122070312,165.97999572753906,162.35000610351562,165.8000030517578,164.3020782470703,4956400
2024-01-16,165.8000030517578,167.25,165.33999633789062,166.9600067138672,165.45159912109375,4869600
2024-01-17,166.7899932861328,167.82000732421875,165.5,166.0800018310547,164.5795440673828,4288600
2024-01-18,166.49000549316406,166.99000549316406,165.0399932861328,166.83999633789062,165.33267211914062,3776900
2024-01-19,170.58999633789062,171.5800018310547,169.17999267578125,171.47999572753906,169.93075561523438,6925800
2024-01-22,172.82000732421875,174.4499969482422,172.39999389648438,172.8300018310547,171.26856994628906,4926000
2024-01-23,172.89999389648438,174.02000427246094,172.47999572753906,173.94000244140625,172.36854553222656,3983500
2024-01-24,174.75999450683594,174.86000061035156,172.89999389648438,173.92999267578125,172.35861206054688,9097800
2024-01-25,184.9600067138672,196.89999389648438,184.8300018310547,190.42999267578125,188.7095489501953,29596200
2024-01-26,191.30999755859375,192.38999938964844,186.16000366210938,187.4199981689453,185.72674560546875,9895900
2024-01-29,187.4600067138672,189.4600067138672,186.0500030517578,187.13999938964844,185.44927978515625,6107900
2024-01-30,187.7100067138672,188.64999389648438,186.77000427246094,187.8699951171875,186.1726837158203,4575100
2024-01-31,187.0500030517578,187.64999389648438,183.13999938964844,183.66000366210938,182.00071716308594,8876100
2024-02-01,183.6300048828125,187.50999450683594,182.7100067138672,186.89999389648438,185.21144104003906,4669400
2024-02-02,187.10000610351562,187.38999938964844,185.6199951171875,185.7899932861328,184.11146545410156,4054200
2024-02-05,185.50999450683594,185.77999877929688,183.25999450683594,183.4199981689453,181.7628936767578,4379600
2024-02-06,183.5500030517578,184.67999267578125,183.0399932861328,183.41000366210938,181.75299072265625,3337600
2024-02-07,183.33999633789062,184.02000427246094,182.6300048828125,183.74000549316406,182.0800018310547,4841200
2024-02-08,182.6300048828125,184.5500030517578,181.49000549316406,184.36000061035156,184.36000061035156,5161200
2024-02-09,184.44000244140625,187.17999267578125,183.85000610351562,186.33999633789062,186.33999633789062,5064600
2024-02-12,185.89999389648438,186.47999572753906,184.02999877929688,186.16000366210938,186.16000366210938,4724000
2024-02-13,184.27999877929688,184.77000427246094,182.36000061035156,183.6999969482422,183.6999969482422,4290500
2024-02-14,185.0,185.0,182.25999450683594,183.57000732421875,183.57000732421875,3173400
2024-02-15,183.6199951171875,186.97999572753906,183.6199951171875,186.8699951171875,186.8699951171875,4714300
2024-02-16,186.6300048828125,188.9499969482422,185.9499969482422,187.63999938964844,187.63999938964844,4841900
2024-02-20,187.63999938964844,188.77000427246094,183.05999755859375,183.44000244140625,183.44000244140625,4247200
2024-02-21,182.55999755859375,183.02999877929688,178.75,179.6999969482422,179.6999969482422,4728500
2024-02-22,182.4499969482422,184.5500030517578,181.92999267578125,184.2100067138672,184.2100067138672,5078400
2024-02-23,184.89999389648438,186.4600067138672,184.57000732421875,185.72000122070312,185.72000122070312,3433800
2024-02-26,185.60000610351562,186.1300048828125,184.05999755859375,184.1300048828125,184.1300048828125,4620800
2024-02-27,184.16000366210938,185.1300048828125,182.6199951171875,184.8699951171875,184.8699951171875,3641400
2024-02-28,184.6300048828125,185.3699951171875,183.5500030517578,185.3000030517578,185.3000030517578,3216300
2024-02-29,186.14999389648438,186.85000610351562,184.69000244140625,185.02999877929688,185.02999877929688,6458500
2024-03-01,185.49000549316406,188.3800048828125,185.17999267578125,188.1999969482422,188.1999969482422,4017300
2024-03-04,187.75999450683594,193.89999389648438,187.60000610351562,193.05999755859375,193.05999755859375,7938300
2024-03-05,192.0,193.94000244140625,190.57000732421875,191.9499969482422,191.9499969482422,5653600
2024-03-06,193.5,198.1300048828125,192.9600067138672,196.16000366210938,196.16000366210938,6945800
2024-03-07,197.5800018310547,198.72999572753906,196.13999938964844,196.5399932861328,196.5399932861328,4604500
2024-03-08,196.05999755859375,197.77000427246094,194.3800048828125,195.9499969482422,195.9499969482422,3942500
